Estado,Año,Código,Dependencia,Aprobado,Devengado,Observaciones
San Luis Potosi,2018,CA280,INSTITUCIONES DE SALUD Y ASISTENCIA SOCIAL CON SUBSIDIO,0.00,0.00,x
San Luis Potosi,2018,CA281,INSTITUCIONES EDUCATIVAS Y CULTURALES CON SUBSIDIO,0.00,0.00,x
San Luis Potosi,2018,CA282,ORGANISMOS DESCENTRALIZADOS DE LA ADMINISTRACIÓN PÚBLICA,0.00,0.00,x
San Luis Potosi,2018,CA283,ÓRGANOS AUTÓNOMOS,0.00,0.00,x
San Luis Potosi,2018,CA2,PODER JUDICIAL,0.00,0.00,x
San Luis Potosi,2018,CA1,PODER LEGISLATIVO,0.00,0.00,x
San Luis Potosi,2018,CATOT,TOTAL DEL GASTO,43835144845.00,49019995768.39,x
San Luis Potosi,2019,CA1,CONGRESO DEL ESTADO,308708616.58,320138936.85,x
San Luis Potosi,2019,CA2,SUPREMO TRIBUNAL DE JUSTICIA,1234365118.75,1389410477.88,x
San Luis Potosi,2019,CA3,DESPACHO DEL EJECUTIVO,115437201.40,119103632.05,x
San Luis Potosi,2019,CA4,SECRETARÍA GENERAL DE GOBIERNO,436129560.83,478866447.21,x
San Luis Potosi,2019,CA5,SECRETARÍA DE FINANZAS,790961140.22,1002033078.59,x
San Luis Potosi,2019,CA6,SECRETARÍA DE DESARROLLO SOCIAL Y REGIONAL,405065449.69,633371128.92,x
San Luis Potosi,2019,CA7,"SECRETARÍA DE DESARROLLO URBANO, VIVIENDA Y OBRAS PÚBLICAS",212125365.08,293609311.39,x
San Luis Potosi,2019,CA8,SECRETARÍA DE DESARROLLO ECONÓMICO,206488610.13,321121851.84,x
San Luis Potosi,2019,CA9,SECRETARÍA DE DESARROLLO AGROPECUARIO Y RECURSOS HIDRÁULICOS,638342911.04,556767270.41,x
San Luis Potosi,2019,CA10,SECRETARÍA DE ECOLOGÍA Y GESTIÓN AMBIENTAL,59193643.11,75361056.82,x
San Luis Potosi,2019,CA11,SISTEMA EDUCATIVO ESTATAL REGULAR,2159965777.38,2374920577.50,x
San Luis Potosi,2019,CA12,OFICIALÍA MAYOR,863900454.18,1081333586.74,x
San Luis Potosi,2019,CA13,PROCURADURÍA GENERAL DE JUSTICIA,0.00,0.00,x
San Luis Potosi,2019,CA14,CONTRALORÍA GENERAL DEL ESTADO,101079047.23,113117804.36,x
San Luis Potosi,2019,CA15,SECRETARÍA DE EDUCACIÓN,12628691579.93,13589571563.06,x
San Luis Potosi,2019,CA16,COORDINACIÓN GENERAL DE LA DEFENSORÍA  PÚBLICA DEL ESTADO,152509989.29,186899388.81,x
San Luis Potosi,2019,CA17,SECRETARIADO EJECUTIVO DEL CONSEJO ESTATAL DE SEGURIDAD PÚBLICA DEL ESTADO,288775808.00,235428240.45,x
San Luis Potosi,2019,CA18,SECRETARÍA TÉCNICA DEL GABINETE,17033043.97,18225083.65,x
San Luis Potosi,2019,CA19,COORDINACIÓN GENERAL DE COMUNICACIÓN SOCIAL,81857105.37,84375060.25,x
San Luis Potosi,2019,CA20,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,168208065.45,159319734.14,x
San Luis Potosi,2019,CA21,SECRETARÍA DEL TRABAJO Y PREVISIÓN SOCIAL,231576525.66,259800124.44,x
San Luis Potosi,2019,CA22,SECRETARÍA DE TURISMO,84037219.19,111511532.79,x
San Luis Potosi,2019,CA23,SECRETARÍA DE CULTURA,315127885.85,412501302.10,x
San Luis Potosi,2019,CA24,SECRETARÍA DE SEGURIDAD PÚBLICA,2341338391.74,2416769661.49,x
San Luis Potosi,2019,CA25,CONSEJERÍA JURÍDICA,4930122.60,7105477.02,x
San Luis Potosi,2019,CA26,UNIDAD DE SISTEMAS DE INFORMÁTICA DEL PODER EJECUTIVO DE SAN LUIS POTOSÍ,15296043.56,12562574.57,x
San Luis Potosi,2019,CA27,C.E.C.U.R.T. PROF. CARLOS JONGUITUD BARRIOS,172831338.83,197924118.70,x
San Luis Potosi,2019,CA28,C.E.C.U.R.T. II,64202218.73,64684818.67,x
San Luis Potosi,2019,CA29,JUNTA ESTATAL DE CAMINOS,310100108.66,433030012.60,x
San Luis Potosi,2019,CA30,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE SAN LUIS POTOSÍ,817125458.92,846677621.30,x
San Luis Potosi,2019,CA31,CENTRO DE CONVENCIONES DE SAN LUIS POTOSI,52597878.00,65125354.00,x
San Luis Potosi,2019,CA32,INSTITUTO REGISTRAL Y CATASTRAL DEL ESTADO DE SAN LUIS POTOSI,14364901.70,21624960.47,x
San Luis Potosi,2019,CA33,ARCHIVO HISTÓRICO DEL ESTADO LIC. ANTONIO ROCHA,19476231.12,19012694.30,x
San Luis Potosi,2019,CA34,COMISIÓN ESTATAL DEL AGUA,1010028725.16,955859840.86,x
San Luis Potosi,2019,CA35,PATRONATO DE LA FERIA NACIONAL POTOSINA,0.00,70966000.00,x
San Luis Potosi,2019,CA36,RÉGIMEN ESTATAL DE PROTECCIÓN SOCIAL EN SALUD DEL ESTADO DE SAN LUÍS POTOSÍ,1681808714.72,1570175267.81,x
San Luis Potosi,2019,CA37,AGENCIA PRO SAN LUIS,5164217.56,5027595.01,x
San Luis Potosi,2019,CA38,SECRETARIADO EJECUTIVO DEL SISTEMA  ANTICORRUPCIÓN,0.00,0.00,x
San Luis Potosi,2019,CA39,COORDINACIÓN ESTATAL PARA EL FORTALECIMIENTO INSTITUCIONAL DE LOS MUNICIPIOS,28300371.49,30221938.70,x
San Luis Potosi,2019,CA40,CONSEJO ESTATAL DE POBLACIÓN,13077098.42,19227105.97,x
San Luis Potosi,2019,CA41,INSTITUTO POTOSINO DE CULTURA FÍSICA Y DEPORTE,111755172.62,153054848.20,x
San Luis Potosi,2019,CA42,CONSEJO POTOSINO DE CIENCIA Y TECNOLOGÍA,17092923.00,13457979.01,x
San Luis Potosi,2019,CA43,PROMOTORA DEL ESTADO DE SAN LUIS POTOSÍ,21775527.59,30880099.23,x
San Luis Potosi,2019,CA44,INSTITUTO ESTATAL DE INFRAESTRUCTURA FÍSICA EDUCATIVA,47274326.35,69175975.65,x
San Luis Potosi,2019,CA45,"INSTITUTO DE LAS MUJERES, DEL ESTADO DE SAN LUIS POTOSI",31171282.95,45416252.84,x
San Luis Potosi,2019,CA46,SERVICIOS DE SALUD DE SAN LUIS POTOSÍ,2831141791.58,3244032302.04,x
San Luis Potosi,2019,CA47,TRIBUNAL ESTATAL DE JUSTICIA ADMINISTRATIVA DE SAN LUIS POTOSÍ,51723169.31,62599197.16,x
San Luis Potosi,2019,CA48,INSTITUTO POTOSINO DE LA JUVENTUD,8715919.95,17126607.22,x
San Luis Potosi,2019,CA49,INSTITUTO ESTATAL DE CIEGOS,4456805.74,4749599.91,x
San Luis Potosi,2019,CA50,INSTITUTO DE DESARROLLO HUMANO Y SOCIAL DE LOS PUEBLOS INDIGENAS,18039869.99,19285175.38,x
San Luis Potosi,2019,CA51,COMISIÓN EJECUTIVA ESTATAL DE ATENCIÓN A VICTIMAS,40686804.89,37999030.00,x
San Luis Potosi,2019,CA52,INSTITUTO DE VIVIENDA DEL ESTADO,68944245.67,122878799.67,x
San Luis Potosi,2019,CA53,FONDO TURÍSTICO,30755444.50,65154725.77,x
San Luis Potosi,2019,CA54,"CENTRO DE PRODUCCION SANTA RITA, S.A. DE C.V.",25784598.00,0.00,x
San Luis Potosi,2019,CA55,CENTRO DE JUSTICIA PARA MUJERES DEL ESTADO DE SAN LUIS POTOSÍ,11684375.20,32645519.76,x
San Luis Potosi,2019,CA56,INSTITUTO DE TELEVISIÓN PÚBLICA DE SAN LUIS POTOSÍ XHSLS CANAL 9,8843813.09,10364903.09,x
San Luis Potosi,2019,CA57,CENTRO DE CONCILIACIÓN LABORAL DEL ESTADO DE SAN LUIS POTOSÍ,0.00,0.00,x
San Luis Potosi,2019,CA58,OFICINA ESTATAL DE RELACIONES EXTERIORES,9416767.29,0.00,x
San Luis Potosi,2019,CA59,INSTITUTO NACIONAL DE LAS PERSONAS ADULTAS MAYORES,600000.00,0.00,x
San Luis Potosi,2019,CA60,UNIVERSIDAD INTERCULTURAL,50779074.65,52717162.00,x
San Luis Potosi,2019,CA61,UNIVERSIDAD TECNOLÓGICA METROPOLITANA DE SAN LUIS POTOSÍ,7957714.00,14579273.00,x
San Luis Potosi,2019,CA62,CENTRO ESTATAL DE TRANSPLANTES,0.00,5725236.58,x
San Luis Potosi,2019,CA63,CONSEJO CONSULTIVO DEL CENTRO HISTÓRICO,411652.89,0.00,x
San Luis Potosi,2019,CA64,MUSEO CASA DEL REBOZO,0.00,0.00,x
San Luis Potosi,2019,CA65,ASILO PARA ANCIANOS DR. NICOLÁS AGUILAR,39556058.76,46875498.47,x
San Luis Potosi,2019,CA66,CENTRO DE ASISTENCIA SOCIAL ROSARIO CASTELLANOS,13069822.44,13735305.44,x
San Luis Potosi,2019,CA67,COLEGIO DE BACHILLERES,863634733.78,885330899.53,x
San Luis Potosi,2019,CA68,CENTRO DE ASISTENCIA SOCIAL RAFAEL NIETO,17620846.54,20940124.92,x
San Luis Potosi,2019,CA69,CASA CUNA MARGARITA MAZA DE JUÁREZ,24747746.14,27152779.14,x
San Luis Potosi,2019,CA70,"INSTITUTO TEMAZCALLI, PREVENCIÓN Y REHABILITACIÓN",47820113.66,55268492.20,x
San Luis Potosi,2019,CA71,SISTEMA DE FINANCIAMIENTO PARA EL DESARROLLO DEL ESTADO DE SAN LUIS POTOSÍ,41638767.40,48076635.12,x
San Luis Potosi,2019,CA72,INSTITUTO POTOSINO DE BELLAS ARTES,34261040.80,35534038.00,x
San Luis Potosi,2019,CA73,MUSEO DEL VIRREINATO,4941695.21,6091853.26,x
San Luis Potosi,2019,CA74,INSTITUTO ESTATAL DE EDUCACIÓN PARA ADULTOS,73693713.00,122059198.13,x
San Luis Potosi,2019,CA75,COLEGIO DE EDUCACIÓN PROFESIONAL TÉCNICA DEL ESTADO DE SAN LUIS POTOSÍ,120330622.00,119678512.06,x
San Luis Potosi,2019,CA76,INSTITUTO TECNOLÓGICO SUPERIOR DE EBANO,19415576.33,10548922.33,x
San Luis Potosi,2019,CA77,INSTITUTO DE CAPACITACIÓN PARA EL TRABAJO DEL ESTADO DE SAN LUIS POTOSÍ,65642683.58,75871043.51,x
San Luis Potosi,2019,CA78,INSTITUTO TECNOLÓGICO DE TAMAZUNCHALE,48646459.06,31575108.34,x
San Luis Potosi,2019,CA79,UNIVERSIDAD TECNOLÓGICA,71735517.45,93294880.00,x
San Luis Potosi,2019,CA80,CENTRO CULTURAL REAL DE CATORCE,1853865.02,1649638.79,x
San Luis Potosi,2019,CA81,MUSEO DEL FERROCARRIL,7281491.42,8236071.99,x
San Luis Potosi,2019,CA82,MUSEO DE ARTE CONTEMPORÁNEO,5114918.56,4838867.24,x
San Luis Potosi,2019,CA83,MUSEO LABERINTO DE LAS CIENCIAS Y LAS ARTES,41869376.51,43165847.51,x
San Luis Potosi,2019,CA84,CENTRO DE LAS ARTES DE SAN LUIS POTOSÍ,40296910.72,53391571.35,x
San Luis Potosi,2019,CA85,MUSEO FRANCISCO COSSÍO,22598301.71,23144969.61,x
San Luis Potosi,2019,CA86,"MUSEO FEDERICO SILVA, ESCULTURA CONTEMPORÁNEA",7786369.16,7582742.85,x
San Luis Potosi,2019,CA87,CINETECA ALAMEDA,7356529.03,9577325.03,x
San Luis Potosi,2019,CA88,MUSEO NACIONAL DE LA MASCARA,8389565.61,9047004.26,x
San Luis Potosi,2019,CA89,COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS (CECYTE),224260463.69,252412534.82,x
San Luis Potosi,2019,CA90,INSTITUTO TECNOLÓGICO SUPERIOR DE RIOVERDE,40033621.41,31728585.00,x
San Luis Potosi,2019,CA91,UNIVERSIDAD POLITÉCNICA DE SAN LUIS POTOSÍ,143130423.79,136706677.96,x
San Luis Potosi,2019,CA92,COLEGIO DE SAN LUIS,107881616.00,1829963.00,x
San Luis Potosi,2019,CA93,INSTITUTO TECNOLÓGICO SUPERIOR DE SAN LUIS POTOSÍ,67854892.27,44315856.27,x
San Luis Potosi,2019,CA94,FERIA NACIONAL POTOSINA (FENAPO),0.00,0.00,x
San Luis Potosi,2019,CA95,MUSEO REGIONAL POTOSINO,1411148.00,1411148.00,x
San Luis Potosi,2019,CA96,"MUSEO REGIONAL HUASTECO, A.C.",394875.00,394875.00,x
San Luis Potosi,2019,CA97,"PENTATHLÓN UNIVERSITARIO, A.C.",39606.00,39606.00,x
San Luis Potosi,2019,CA98,"COLEGIO EDUCATIVO DE CIENCIAS, CULTURA Y SERVICIOS PROFESIONALES, A.C.",2000000.00,2000000.00,x
San Luis Potosi,2019,CA99,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,1350110.00,1350110.00,x
San Luis Potosi,2019,CA100,ESTANCIA DESARROLLO Y BIENESTAR INFANTIL SUTSGE,1788773.00,1788773.00,x
San Luis Potosi,2019,CA101,"RELIGIOSAS DE LA CRUZ DEL SAGRADO CORAZÓN DE JESÚS EN MÉXICO, A.R.",224087.00,224087.00,x
San Luis Potosi,2019,CA102,"EL ÁNGEL DEL ESPEJO, A.C.",30000.00,30000.00,x
San Luis Potosi,2019,CA103,"GUARDERÍA MATEHUALA, A.C.",721184.00,721184.00,x
San Luis Potosi,2019,CA104,"MUSEO DE LAS TRADICIONES POTOSINAS, A.C.",201678.00,201678.00,x
San Luis Potosi,2019,CA105,"INSTITUTO POTOSINO DE INVESTIGACIÓN CIENTÍFICA Y TECNOLÓGICA,A.C. (IPICYT)",5645788.00,5645788.00,x
San Luis Potosi,2019,CA106,AHUALULCO,29512709.27,72427758.50,x
San Luis Potosi,2019,CA107,ALAQUINES,14461636.57,41199785.72,x
San Luis Potosi,2019,CA108,AQUISMÓN,74130487.00,259719127.14,x
San Luis Potosi,2019,CA109,ARMADILLO DE LOS INFANTE,9499045.64,31117854.36,x
San Luis Potosi,2019,CA110,AXTLA DE TERRAZAS,54007970.96,152484871.04,x
San Luis Potosi,2019,CA111,CÁRDENAS,29464631.98,57520173.93,x
San Luis Potosi,2019,CA112,CATORCE,16012589.34,37470236.73,x
San Luis Potosi,2019,CA113,CEDRAL,26438806.48,66682252.54,x
San Luis Potosi,2019,CA114,CERRITOS,35825354.45,73566465.68,x
San Luis Potosi,2019,CA115,CERRO DE SAN PEDRO,8685416.75,15575354.44,x
San Luis Potosi,2019,CA116,CIUDAD DEL MAÍZ,48791036.62,118782431.36,x
San Luis Potosi,2019,CA117,CIUDAD FERNÁNDEZ,68813968.39,146980987.13,x
San Luis Potosi,2019,CA118,CIUDAD VALLES,237904886.57,498931148.31,x
San Luis Potosi,2019,CA119,COXCATLÁN,27616046.21,83455993.02,x
San Luis Potosi,2019,CA120,CHARCAS,32074009.07,80325988.20,x
San Luis Potosi,2019,CA121,ÉBANO,65579452.75,158382334.20,x
San Luis Potosi,2019,CA122,GUADALCÁZAR,41411981.97,120960755.04,x
San Luis Potosi,2019,CA123,HUEHUETLÁN,24962968.66,72192043.77,x
San Luis Potosi,2019,CA124,LAGUNILLAS,11192280.10,27131189.81,x
San Luis Potosi,2019,CA125,MATEHUALA,127568987.66,273188223.43,x
San Luis Potosi,2019,CA126,MEXQUITIC DE CARMONA,82261883.09,188944855.85,x
San Luis Potosi,2019,CA127,MOCTEZUMA,30755191.65,86088670.41,x
San Luis Potosi,2019,CA128,RAYÓN,25824962.13,67404256.98,x
San Luis Potosi,2019,CA129,RIOVERDE,131555171.04,296236593.54,x
San Luis Potosi,2019,CA130,SALINAS,43112575.78,102288622.04,x
San Luis Potosi,2019,CA131,SAN ANTONIO,16972374.68,50758337.79,x
San Luis Potosi,2019,CA132,SAN CIRO DE ACOSTA,15797046.20,39215193.48,x
San Luis Potosi,2019,CA133,SAN LUIS POTOSÍ,1069064811.82,2332143423.08,x
San Luis Potosi,2019,CA134,SAN MARTÍN CHALCHICUAUTLA,34347262.28,94826511.87,x
San Luis Potosi,2019,CA135,SAN NICOLÁS TOLENTINO,10987421.38,22856530.41,x
San Luis Potosi,2019,CA136,SAN VICENTE TANCUAYALAB,24368691.35,60157630.28,x
San Luis Potosi,2019,CA137,SANTA CATARINA,21335830.60,69322753.34,x
San Luis Potosi,2019,CA138,SANTA MARÍA DEL RÍO,58221852.73,126132383.04,x
San Luis Potosi,2019,CA139,SANTO DOMINGO,18257072.79,52974139.47,x
San Luis Potosi,2019,CA140,SOLEDAD DE GRACIANO SÁNCHEZ,369350900.37,694118419.77,x
San Luis Potosi,2019,CA141,TAMASOPO,44523855.08,125650068.83,x
San Luis Potosi,2019,CA142,TAMAZUNCHALE,145062896.27,414269897.47,x
San Luis Potosi,2019,CA143,TAMPACÁN,25114353.25,81663187.98,x
San Luis Potosi,2019,CA144,TAMPAMOLÓN CORONA,24121943.00,79673382.06,x
San Luis Potosi,2019,CA145,TAMUÍN,55423359.39,119136189.81,x
San Luis Potosi,2019,CA146,TANCANHUITZ,34048264.50,105656454.24,x
San Luis Potosi,2019,CA147,TANLAJÁS,33761886.01,117075226.28,x
San Luis Potosi,2019,CA148,TANQUIÁN DE ESCOBEDO,23398015.00,56212223.20,x
San Luis Potosi,2019,CA149,TIERRA NUEVA,17160503.24,35510654.69,x
San Luis Potosi,2019,CA150,VANEGAS,13753005.22,34059548.02,x
San Luis Potosi,2019,CA151,VENADO,21391639.38,58551418.11,x
San Luis Potosi,2019,CA152,VILLA DE ARISTA,23036397.29,55096254.45,x
San Luis Potosi,2019,CA153,VILLA DE ARRIAGA,27374975.52,65700806.09,x
San Luis Potosi,2019,CA154,VILLA DE GUADALUPE,16000067.48,52042964.83,x
San Luis Potosi,2019,CA155,VILLA DE HIDALGO,21913716.68,56088329.38,x
San Luis Potosi,2019,CA156,VILLA DE LA PAZ,9634971.87,17919106.54,x
San Luis Potosi,2019,CA157,VILLA DE RAMOS,55793328.46,149906253.09,x
San Luis Potosi,2019,CA158,VILLA DE REYES,67021739.27,157867322.28,x
San Luis Potosi,2019,CA159,ZARAGOZA,35589230.24,75021403.41,x
San Luis Potosi,2019,CA160,VILLA JUÁREZ,18669580.43,48777797.26,x
San Luis Potosi,2019,CA161,XILITLA,80471243.98,262546817.78,x
San Luis Potosi,2019,CA162,EL NARANJO,32521000.64,68687817.70,x
San Luis Potosi,2019,CA163,MATLAPA,45987938.48,152015735.50,x
San Luis Potosi,2019,CA164,REMANENTE,0.00,0.00,x
San Luis Potosi,2019,CA165,ALUMBRADO PÚBLICO,0.00,0.00,x
San Luis Potosi,2019,CA166,PARTICIPACIÓN A MUNICIPIOS,4865761197.99,0.00,x
San Luis Potosi,2019,CA167,"ASILO DE ANCIANOS SAN MARTÍN DE PORRES, A.C.",375000.00,71250.00,x
San Luis Potosi,2019,CA168,CASA HOGAR DEL ANCIANO SAN NICOLAS TOLENTINO DE CARDENAS SLP AC,154829.00,154829.00,x
San Luis Potosi,2019,CA169,"CABRAL OBREGÓN, A.C. ASILO MONTES DE OCA",315000.00,315000.00,x
San Luis Potosi,2019,CA170,"FUNDACIÓN ASILO GABRIEL AGUIRRE, S.C.",154500.00,154500.00,x
San Luis Potosi,2019,CA171,"ESCUELA DEL NIÑO OBRERO, A.C.",150000.00,150000.00,x
San Luis Potosi,2019,CA172,"ASILO INFANTIL JOSEFINO, A.C.",260994.00,140936.76,x
San Luis Potosi,2019,CA173,FONDO DE ASISTENCIA SOCIAL,0.00,0.00,x
San Luis Potosi,2019,CA174,GESTIÓN PARA EL DESARROLLO DE LAS HUASTECAS,500000.00,0.00,x
San Luis Potosi,2019,CA175,CENTRO ESTATAL DE TRASPLANTES,0.00,0.00,x
San Luis Potosi,2019,CA176,POTOSINOS UNIDOS POR EL BIENESTAR,0.00,0.00,x
San Luis Potosi,2019,CA177,H CUERPO DE BOMBEROS VOLUNTARIO DE AXTLA SLP,0.00,0.00,x
San Luis Potosi,2019,CA178,"SOCIEDAD PRODUCTIVA P/EL ETNODESARROLLO D/LOS POTOSINOS DE ALTA MARGINACIÓN, A.C",1000000.00,1000000.00,x
San Luis Potosi,2019,CA179,"CASA HOGAR VALLADO, A.C.",154500.00,154500.00,x
San Luis Potosi,2019,CA180,BIENESTAR PARA LA SENECTUD DE RIOVERDE AC,0.00,0.00,x
San Luis Potosi,2019,CA181,"CENTRO EDUCATIVO EN APOYO AL ESPECTRO AUTISTA, A.C.",165000.00,165000.00,x
San Luis Potosi,2019,CA182,LOS NIÑOS DEL AUDITORIO LUIS DONALDO COLOSIO AC,0.00,0.00,x
San Luis Potosi,2019,CA183,CENTRO DE INTEGRACIÓN JUVENIL,77562.00,77562.00,x
San Luis Potosi,2019,CA184,H. CUERPO DE BOMBEROS DE TAMAZUNCHALE,540750.00,540750.00,x
San Luis Potosi,2019,CA185,ABRAZA UNA ESPERANZA AC,0.00,0.00,x
San Luis Potosi,2019,CA186,"CRUZ ROJA MEXICANA DELEGACIÓN ESTATAL, I.A.P.",3899554.00,3899554.00,x
San Luis Potosi,2019,CA187,"CRUZ ROJA DELEGACIÓN MATEHUALA, I.A.P.",862747.00,862747.00,x
San Luis Potosi,2019,CA188,"COMITÉ PRO-CUERPO DE BOMBEROS DE SAN LUIS, A.C.",4326000.00,4626000.00,x
San Luis Potosi,2019,CA189,"HOSPITAL SAN ANTONIO, A.C.",100000.00,100000.00,x
San Luis Potosi,2019,CA190,CENTRO DOWN MARUSITA (VALLES),200000.00,200000.00,x
San Luis Potosi,2019,CA191,"ASOCIACIÓN POTOSINA PRO-PARALÍTICO CEREBRAL, APAC",753363.00,753363.00,x
San Luis Potosi,2019,CA192,CENTRO ORIENTACIÓN Y DESARROLLO INFANTIL CODI,600000.00,600000.00,x
San Luis Potosi,2019,CA193,"INSTITUCIÓN POTOSINA PRO-EDUCACIÓN ESPECIALIZADA, A.C. RAFAELA ARGANIZ",750000.00,750000.00,x
San Luis Potosi,2019,CA194,"PROMOCIÓN SOCIAL INTEGRAL, A.C. COLONIA JUVENIL",514400.00,514400.00,x
San Luis Potosi,2019,CA195,"PATRONATO DE ENFERMEDADES NEUROLÓGICAS, A.C.",421711.00,421711.00,x
San Luis Potosi,2019,CA196,"RAZÓN POR LA VIDA, A.C.",500000.00,500000.00,x
San Luis Potosi,2019,CA197,FUNDACIÓN BAROCA,160000.00,0.00,x
San Luis Potosi,2019,CA198,AXTLATÓN A.C.,100000.00,100000.00,x
San Luis Potosi,2019,CA199,"ASOCIACIÓN JUVENIL DE AYUDA AL NIÑO Y AL DISCAPACITADO, A.C.",987363.00,987363.00,x
San Luis Potosi,2019,CA200,INTEGRAME DOWN,100000.00,100000.00,x
San Luis Potosi,2019,CA201,"FUNDACION JUAN PABLO, A.C.",154500.00,154500.00,x
San Luis Potosi,2019,CA202,"FACTOR OBRERO, A.C.",730000.00,730000.00,x
San Luis Potosi,2019,CA203,VIDA DIGNA,160062.00,160062.00,x
San Luis Potosi,2019,CA204,"DIRUVI, A.C.",133900.00,133900.00,x
San Luis Potosi,2019,CA205,CASA HOGAR DEL NIÑO DE MONS. JOAQUIN ANTONIUO PEÑALOSA,400000.00,400000.00,x
San Luis Potosi,2019,CA206,H. CUERPO DE BOMBEROS CD. FERNANDEZ,300000.00,300000.00,x
San Luis Potosi,2019,CA207,"ASOCIACION MEXICANA DE ATENCION A NIÑOS CON CANCER DE SAN LUIS, AMANC",761334.00,761334.00,x
San Luis Potosi,2019,CA208,"H. CUERPO DE BOMBEROS Y SERVICIOS SOCIALES DE LA HUASTECA, A.C.",1706500.00,1706500.00,x
San Luis Potosi,2019,CA209,"CUERPO DE BOMBEROS VOLUNTARIOS DE MATEHUALA, A.C.",2250000.00,2250000.00,x
San Luis Potosi,2019,CA210,"CUERPO DE BOMBEROS VOLUNTARIOS DE RIOVERDE, A.C.",1100000.00,1100000.00,x
San Luis Potosi,2019,CA211,SAN ANTONIO DE LAS HIGUERAS AC,0.00,0.00,x
San Luis Potosi,2019,CA212,"CASA DON BOSCO, A.C.",730000.00,730000.00,x
San Luis Potosi,2019,CA213,CLUB DEL ESPIRITU SANTO AC,0.00,0.00,x
San Luis Potosi,2019,CA214,"INSTITUCIÓN DE ASISTENCIA BETANIA, A.C.",240000.00,240000.00,x
San Luis Potosi,2019,CA215,"CENTRO DE ESTUDIOS DE PROMOCIÓN SOCIAL, CÁRITAS, A.C.",668301.00,668301.00,x
San Luis Potosi,2019,CA216,ASOCIACIÓN MEXICANA DE DIABETES EN S.L.P.,246454.00,246454.00,x
San Luis Potosi,2019,CA217,VOZ Y DIGNIDAD POR LOS NUESTROS,360000.00,360000.00,x
San Luis Potosi,2019,CA218,"DIUY, A.C.",140000.00,140000.00,x
San Luis Potosi,2019,CA219,"CRUZ ROJA MEXICANA DELEGACIÓN LOCAL RIOVERDE, S.L.P. I.A.P.",540750.00,540750.00,x
San Luis Potosi,2019,CA220,"CASA HOGAR DE LA DIVINA PROVIDENCIA, A.C.",241182.00,241182.00,x
San Luis Potosi,2019,CA221,"ASOCIACIÓN POTOSINA EN PRO DEL DEFICIENTE MENTAL, APPDEMAC",115592.00,115592.00,x
San Luis Potosi,2019,CA222,GRUPO FRATERNIDAD HÉCTOR COLUNGA RODRÍGUEZ A.C.,322134.00,322134.00,x
San Luis Potosi,2019,CA223,"COMITÉ PRO-CUERPO DE BOMBEROS DE ÉBANO, A.C.",200000.00,200000.00,x
San Luis Potosi,2019,CA224,"HOGAR DE PROTECCIÓN JUVENIL, A.C.",521134.00,521134.00,x
San Luis Potosi,2019,CA225,"CABRAL OBREGÓN, A.C. RESIDENCIA SAN VICENTE PAUL",225000.00,225000.00,x
San Luis Potosi,2019,CA226,CRUZ ROJA MEXICANA DELEGACIÓN CHARCAS,243775.00,243775.00,x
San Luis Potosi,2019,CA227,"MANOS, VIDA Y AMOR A.C.",200000.00,200000.00,x
San Luis Potosi,2019,CA228,"HOGAR DE LA TERCERA EDAD, SAN NICOLÁS TOLENTINO, A.C. TIERRA NUEVA",329641.00,329641.00,x
San Luis Potosi,2019,CA229,"CENTRO DE TERAPIA INFANTIL Y DE EDUCACIÓN ESPECIAL, A.C. C.E.T.I.E.E.",201182.00,201182.00,x
San Luis Potosi,2019,CA230,"CRUZ ROJA MEXICANA DELEGACIÓN CÁRDENAS, I.A.P.",191730.00,191730.00,x
San Luis Potosi,2019,CA231,"DISTROFIA MUSCULAR PROGRESIVA AVE SIN VUELO, A.C.",191453.00,191453.00,x
San Luis Potosi,2019,CA232,"HOGAR DEL ANCIANO JESÚS DE LA MISERICORDIA, A.C.",400000.00,400000.00,x
San Luis Potosi,2019,CA233,VIVIR MAS ASOCIADOS,386808.00,386808.00,x
San Luis Potosi,2019,CA234,"FAMILIAS EN MOVIMIENTO PRO-EDUCACIÓN NIÑOS DOWN, A.C. FAME",110000.00,110000.00,x
San Luis Potosi,2019,CA235,"SERVICIO DE AYUDA INTEGRA, A.C.",429484.00,429484.00,x
San Luis Potosi,2019,CA236,COMUNIDAD POTOSINA DE SORDOS,0.00,0.00,x
San Luis Potosi,2019,CA237,BANCO DE ALIMENTOS DE SAN LUIS POTOSÍ,1500000.00,1500000.00,x
San Luis Potosi,2019,CA238,"PATRONATO PRO-PACIENTE ONCOLÓGICO DE SAN LUIS, A.C.",2000000.00,2000000.00,x
San Luis Potosi,2019,CA239,"FUNDACIÓN NUTRIENDO PARA EL FUTURO, A.C.",380000.00,380000.00,x
San Luis Potosi,2019,CA240,RAYITO DE LUZ,0.00,0.00,x
San Luis Potosi,2019,CA241,"VUELO DE PÁJAROS VENCEJO, A.C.",225000.00,225000.00,x
San Luis Potosi,2019,CA242,CRUZ ROJA DELEGACIÓN EL NARANJO,121620.00,121620.00,x
